,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
1594,461768,Male,Yes,69,Yes,Artist,0,High,2,Cat_6,C
1595,461612,Female,No,31,Yes,Healthcare,8,Low,5,Cat_6,D
1596,465554,Female,No,85,Yes,Lawyer,0,Low,3,Cat_6,A
1597,463818,Female,Yes,38,Yes,Artist,4,Low,1,Cat_6,B
1598,464004,Female,Yes,26,No,Marketing,0,Low,5,Cat_4,D
1599,464809,Male,Yes,46,,Entertainment,,Average,5,Cat_4,B
1600,461162,Female,No,37,No,Marketing,8,Low,3,Cat_3,A
1601,466951,Female,Yes,52,Yes,Artist,0,High,3,Cat_6,C
1602,462829,Male,Yes,29,No,Executive,1,Average,3,Cat_6,D
1603,467743,Male,Yes,48,No,Executive,1,High,4,Cat_1,B
1604,467683,Male,Yes,30,Yes,Healthcare,8,High,3,Cat_2,A
1605,462911,Male,Yes,32,Yes,Doctor,11,Average,2,Cat_6,A
1606,466430,Female,Yes,51,No,Engineer,0,Low,4,Cat_6,A
1607,465049,Female,Yes,49,No,Engineer,6,Low,2,Cat_6,A
1608,462369,Male,Yes,63,No,Entertainment,1,Average,5,Cat_6,C
1609,459582,Male,Yes,31,No,Entertainment,,Average,3,Cat_6,A
1610,460175,Female,No,27,No,Artist,0,Low,5,Cat_2,A
1611,461267,Female,No,35,Yes,Healthcare,,Low,1,Cat_4,D
1612,463902,Female,Yes,41,Yes,Entertainment,,Average,4,Cat_6,C
1613,463003,Male,Yes,37,Yes,Artist,2,Average,2,Cat_6,C
1614,462515,Male,Yes,42,No,Doctor,5,Average,5,Cat_6,B
1615,466707,Female,Yes,47,Yes,Homemaker,1,Low,4,Cat_6,A
1616,466191,Male,Yes,48,Yes,Executive,0,High,3,Cat_2,C
1617,463890,Female,No,28,No,Artist,1,Low,5,Cat_1,A
1618,467972,Male,No,22,No,Artist,1,Low,3,Cat_6,D
1619,467089,Male,Yes,69,No,Artist,0,Average,3,Cat_6,B
1620,466401,Male,Yes,48,No,Executive,1,Average,4,Cat_6,A
1621,461220,Female,No,26,No,Executive,8,Low,3,Cat_6,D
1622,459143,Male,Yes,47,No,Artist,0,High,4,Cat_6,B
1623,464093,Female,No,25,No,Engineer,1,Low,,Cat_7,D
1624,465242,Male,No,22,No,Healthcare,7,Low,4,Cat_3,D
1625,463690,Female,No,28,No,Healthcare,7,Low,4,Cat_6,D
1626,460815,Male,Yes,62,Yes,Artist,0,High,2,Cat_3,A
1627,460046,Female,Yes,50,Yes,Artist,4,Low,2,Cat_6,D
1628,465376,Female,No,30,Yes,Entertainment,1,Low,4,Cat_4,A
1629,465630,Male,No,26,Yes,Artist,,Low,1,,B
1630,460970,Male,No,21,No,Marketing,1,Low,5,Cat_6,B
1631,460495,Male,No,21,No,Healthcare,0,Low,6,Cat_3,D
1632,463119,Female,Yes,88,Yes,Lawyer,,High,2,Cat_6,C
1633,462581,Female,No,28,No,Engineer,1,Low,4,Cat_4,A
1634,459168,Female,No,36,Yes,Artist,5,Low,2,Cat_6,B
1635,464749,Female,Yes,47,No,Engineer,9,Average,4,Cat_4,B
1636,464693,Female,No,36,Yes,Engineer,9,Low,1,Cat_4,A
1637,462208,Female,Yes,33,No,Engineer,7,Average,5,Cat_4,B
1638,465093,Male,Yes,55,Yes,Doctor,0,Low,1,Cat_6,C
1639,460250,Male,No,27,Yes,Healthcare,8,Low,4,Cat_6,D
1640,464005,Female,No,27,No,Healthcare,0,Low,5,Cat_6,C
1641,459269,Male,Yes,58,Yes,Artist,0,Average,2,Cat_6,C
1642,465515,Female,Yes,47,Yes,Artist,1,High,6,Cat_6,B
1643,460584,Female,No,33,Yes,Homemaker,1,Low,1,Cat_3,A
1644,463146,Male,Yes,37,No,Entertainment,11,Average,2,Cat_6,B
1645,463885,Male,Yes,51,Yes,Artist,1,Low,1,Cat_4,A
1646,464397,Female,Yes,40,Yes,Engineer,0,Average,2,Cat_6,C
1647,461305,Male,No,22,No,Healthcare,1,Low,3,Cat_6,D
1648,467281,Male,Yes,56,Yes,Lawyer,0,Low,4,Cat_6,B
1649,467579,Male,No,35,Yes,Doctor,5,Low,1,Cat_6,A
1650,462902,Male,Yes,46,No,Executive,,Average,3,Cat_1,C
1651,465467,Male,,33,No,Healthcare,1,Low,3,Cat_6,C
1652,466347,Male,Yes,66,No,Executive,6,Low,3,Cat_4,B
1653,464334,Female,No,33,Yes,Healthcare,1,Low,3,Cat_6,D
1654,462816,Male,Yes,76,No,Entertainment,0,Low,1,Cat_6,D
1655,463718,Female,No,33,Yes,Artist,0,Low,4,Cat_6,A
1656,463360,Female,Yes,46,Yes,Artist,2,Low,1,Cat_6,B
1657,460011,Male,Yes,43,Yes,Entertainment,1,Average,5,Cat_5,C
1658,459139,Female,Yes,53,Yes,Artist,1,Average,2,Cat_4,C
1659,464564,Female,No,37,Yes,Artist,8,Low,,Cat_6,B
1660,463805,Female,No,32,No,Doctor,8,Low,6,Cat_6,C
1661,459401,Male,No,26,No,Healthcare,1,Low,3,,C
1662,463751,Female,,39,Yes,Doctor,5,Low,,Cat_2,B
1663,462893,Female,Yes,52,No,Artist,1,Average,3,Cat_4,C
1664,466218,Female,,22,No,Healthcare,5,Low,4,Cat_2,D
1665,461230,Female,No,21,No,Executive,0,Low,,Cat_3,A
1666,461050,Male,Yes,47,Yes,,1,High,3,Cat_6,B
1667,460453,Female,No,42,Yes,Doctor,5,Low,1,Cat_6,B
1668,462285,Male,Yes,48,Yes,Doctor,,Low,2,,A
1669,462279,Male,No,32,No,Healthcare,0,Low,7,Cat_6,D
1670,463444,Male,Yes,59,Yes,Lawyer,,High,2,Cat_6,C
1671,465162,Male,Yes,58,Yes,Artist,1,Average,3,Cat_6,B
1672,459883,Male,No,63,Yes,Artist,0,Low,1,Cat_2,B
1673,460379,Male,No,35,Yes,Artist,9,Low,3,Cat_6,A
1674,462400,Male,No,47,Yes,Artist,0,Low,1,Cat_6,B
1675,465025,Male,Yes,73,Yes,Executive,0,High,2,Cat_6,C
1676,465455,Male,No,26,No,Doctor,0,Low,2,Cat_6,D
1677,462574,Male,No,20,No,Healthcare,1,Low,5,Cat_4,D
1678,462877,Male,No,28,Yes,Artist,1,Low,3,Cat_4,D
1679,460157,Male,Yes,61,No,,1,Low,5,Cat_4,D
1680,460762,Female,No,18,No,Healthcare,0,Low,5,Cat_4,D
1681,460872,Female,Yes,39,Yes,Artist,0,Low,2,Cat_4,B
1682,460041,Female,Yes,48,No,Artist,8,Average,3,Cat_6,A
1683,461005,Male,No,23,No,Healthcare,0,Low,5,Cat_3,D
1684,462339,Male,No,33,Yes,Artist,3,Low,5,Cat_6,A
1685,463174,Female,Yes,62,Yes,Engineer,1,Low,1,Cat_3,B
1686,465629,Male,Yes,47,Yes,Entertainment,2,Average,3,Cat_6,C
1687,465316,Male,No,21,No,Healthcare,0,Low,6,Cat_4,D
1688,462692,Female,Yes,39,No,Artist,,Average,2,Cat_6,A
1689,465823,Male,Yes,67,No,Entertainment,5,Average,4,Cat_4,A
1690,461695,Female,Yes,45,Yes,Artist,3,Average,2,Cat_6,A
1691,459407,Female,No,35,Yes,Doctor,1,Low,3,Cat_6,A
1692,467306,Female,Yes,58,Yes,Artist,0,Average,5,Cat_6,C
1693,465779,Female,No,19,No,Healthcare,0,Low,5,Cat_2,D
1694,466823,Male,Yes,40,Yes,Artist,1,Low,2,Cat_6,B
1695,462381,Female,Yes,48,No,Doctor,1,High,2,Cat_6,C
1696,460720,Female,Yes,46,Yes,Artist,0,Average,2,Cat_6,B
1697,464893,Male,Yes,43,Yes,Artist,0,Low,2,Cat_4,B
1698,460719,Female,Yes,84,Yes,Lawyer,0,Low,,Cat_3,A
1699,461202,Male,No,33,Yes,Healthcare,,Low,4,Cat_6,C
1700,466713,Female,Yes,68,Yes,Artist,1,High,4,Cat_6,A
1701,467541,Male,Yes,43,Yes,Artist,1,High,3,Cat_6,A
1702,463025,Male,Yes,40,No,Executive,7,Low,4,Cat_6,A
1703,463410,Male,Yes,37,No,Doctor,,Average,2,Cat_6,B
1704,462243,Male,Yes,43,No,Executive,0,Low,4,Cat_6,B
1705,460058,Male,Yes,50,Yes,Artist,1,Low,1,Cat_4,B
1706,466138,Male,Yes,70,No,Lawyer,2,High,2,Cat_6,B
1707,467293,Male,Yes,80,Yes,Lawyer,,Low,1,Cat_6,D
1708,463825,Female,Yes,52,Yes,Artist,0,Average,3,,A
1709,462498,Female,Yes,63,Yes,Doctor,0,Average,3,Cat_6,C
1710,463628,Female,No,26,Yes,Artist,8,Low,1,Cat_6,B
1711,462426,Female,Yes,52,Yes,Artist,2,Average,4,Cat_6,C
1712,464237,Female,Yes,47,Yes,Artist,0,Low,3,Cat_6,B
1713,465335,Male,Yes,59,No,Entertainment,1,Average,2,Cat_7,C
1714,464874,Female,Yes,47,Yes,Artist,0,Average,4,Cat_4,C
1715,466712,Male,Yes,78,Yes,Lawyer,1,Low,1,Cat_6,B
1716,460759,Male,Yes,69,No,Lawyer,1,Low,2,Cat_1,B
1717,465992,Male,Yes,53,Yes,Entertainment,1,Low,3,Cat_6,A
1718,462098,Female,Yes,38,No,Entertainment,3,Average,3,Cat_6,B
1719,467467,Male,No,19,No,Healthcare,0,Low,4,Cat_6,D
1720,461534,Male,Yes,39,Yes,Artist,1,Low,1,Cat_6,B
1721,463957,Female,No,32,No,Entertainment,0,Low,3,Cat_4,C
1722,464096,Female,No,31,No,Healthcare,1,Low,5,Cat_4,C
1723,465751,Female,Yes,46,Yes,Artist,9,Low,2,Cat_6,A
1724,465582,Male,,40,Yes,Artist,1,Low,1,Cat_7,A
1725,465342,Male,Yes,83,Yes,Executive,0,High,2,Cat_6,A
1726,464571,Male,No,33,No,Healthcare,,Low,2,Cat_6,A
1727,463622,Male,No,27,Yes,Healthcare,8,Low,1,Cat_3,C
1728,466786,Male,No,32,No,Executive,0,Low,2,Cat_3,D
1729,463139,Male,Yes,60,Yes,Executive,1,High,6,Cat_2,B
1730,459743,Female,Yes,50,Yes,Artist,9,Average,4,Cat_6,A
1731,466307,Male,Yes,49,Yes,Artist,1,Low,2,Cat_6,C
1732,460122,Female,No,39,No,Artist,1,Low,1,Cat_6,A
1733,461237,Male,No,30,Yes,Doctor,0,Low,5,Cat_2,A
1734,464289,Male,Yes,42,No,Marketing,1,Low,3,Cat_6,A
1735,466959,Male,Yes,25,Yes,Artist,8,Low,4,Cat_6,D
1736,467050,Female,No,18,No,Engineer,1,Low,5,Cat_2,D
1737,463610,Female,Yes,31,Yes,Artist,0,Average,2,Cat_6,A
1738,466996,Female,No,36,Yes,Artist,9,Low,1,Cat_6,D
1739,464001,Male,Yes,59,Yes,Artist,0,Average,2,Cat_6,C
1740,463537,Female,No,25,Yes,Healthcare,1,Low,3,Cat_6,B
1741,467333,Female,Yes,58,Yes,Artist,,Average,6,Cat_2,C
1742,464370,Male,Yes,66,Yes,Entertainment,1,Average,2,Cat_6,A
1743,459258,Female,Yes,74,Yes,Lawyer,1,High,,Cat_6,B
1744,461400,Male,No,36,No,Marketing,0,Low,1,Cat_6,D
1745,462113,Female,Yes,60,Yes,Artist,8,High,6,Cat_6,C
1746,459031,Male,Yes,43,No,Executive,1,High,5,Cat_4,B
1747,459797,Male,Yes,66,Yes,Entertainment,0,Average,3,Cat_6,C
1748,466392,Female,Yes,49,Yes,Engineer,4,Average,,Cat_3,C
1749,459755,Female,Yes,56,No,Artist,,Average,3,Cat_6,C
1750,466770,Female,Yes,85,Yes,Lawyer,0,Low,5,Cat_6,C
1751,462262,Male,No,27,No,Healthcare,1,Low,3,,B
1752,464262,Male,Yes,75,No,Executive,0,Low,1,Cat_6,D
1753,460555,Male,Yes,46,Yes,Homemaker,6,Average,3,Cat_3,C
1754,458993,Male,Yes,29,No,Doctor,0,Low,2,Cat_4,A
1755,459570,Male,No,27,Yes,Healthcare,,Low,3,Cat_6,D
1756,464566,Male,Yes,40,Yes,Executive,0,High,4,Cat_6,A
1757,465472,Female,Yes,87,No,Entertainment,,High,3,Cat_6,A
1758,465076,Male,Yes,72,Yes,Artist,0,High,5,Cat_6,C
1759,463551,Male,Yes,46,Yes,Doctor,7,Average,2,Cat_6,C
1760,460563,Female,No,41,No,Healthcare,1,Low,2,Cat_1,C
1761,465818,Male,No,27,No,Entertainment,1,Low,3,Cat_4,A
1762,459100,Female,No,61,Yes,Artist,11,Low,1,Cat_6,C
1763,459154,Male,Yes,88,Yes,Lawyer,0,High,2,Cat_6,A
1764,465198,Male,Yes,53,Yes,Entertainment,8,Average,4,Cat_6,C
1765,462454,Male,No,19,No,Healthcare,1,Low,3,Cat_2,D
1766,467908,Female,Yes,42,Yes,Engineer,0,High,4,Cat_6,B
1767,466387,Male,Yes,37,Yes,Entertainment,8,Average,2,Cat_6,B
1768,461075,Male,Yes,33,Yes,Entertainment,,Average,2,Cat_3,B
1769,467808,Female,Yes,63,Yes,Artist,0,Average,2,Cat_6,C
1770,461326,Female,No,36,Yes,Artist,1,Low,1,Cat_6,C
1771,467601,Male,Yes,42,No,Artist,6,Low,2,Cat_6,B
1772,462862,Female,No,31,No,Homemaker,8,Low,1,Cat_6,D
1773,465852,Male,Yes,39,Yes,Doctor,1,Low,2,Cat_4,B
1774,467551,Female,Yes,89,No,Lawyer,0,High,2,Cat_6,B
1775,466732,Female,Yes,48,Yes,Engineer,0,High,2,Cat_4,B
1776,465370,Female,No,53,Yes,Artist,0,Low,1,Cat_6,B
1777,461029,Male,Yes,43,No,Entertainment,9,Low,2,Cat_4,B
1778,467206,Female,No,52,Yes,Artist,,Low,1,Cat_6,C
1779,461119,Female,No,22,No,Healthcare,6,Low,3,Cat_3,C
1780,463714,Male,Yes,59,No,,1,Average,2,Cat_4,A
1781,459819,Male,Yes,72,Yes,Entertainment,,High,2,Cat_6,C
1782,466392,Female,Yes,45,Yes,Engineer,3,Average,,Cat_3,B
1783,466365,Female,Yes,50,,Artist,0,Average,3,Cat_2,C
1784,460792,Female,No,42,No,Homemaker,11,Low,,Cat_6,A
1785,465375,Female,No,50,Yes,Engineer,1,Low,1,Cat_6,B
1786,467190,Male,Yes,36,Yes,Executive,0,Low,2,Cat_3,B
1787,465039,Female,Yes,88,No,Lawyer,0,High,2,Cat_6,B
1788,461277,Male,Yes,84,Yes,Lawyer,5,Low,1,Cat_6,D
1789,466363,Female,Yes,38,,Engineer,5,Low,2,Cat_2,B
1790,465107,Male,Yes,81,No,Executive,0,Low,1,Cat_6,D
1791,464973,Male,No,82,,Lawyer,1,Low,2,Cat_4,A
1792,460502,Female,Yes,55,Yes,Engineer,1,Average,3,Cat_3,B
1793,459299,Male,No,36,Yes,Artist,,Low,3,Cat_6,B
1794,466646,Female,Yes,48,Yes,Homemaker,1,Low,2,Cat_3,B
1795,463473,Male,No,19,No,Healthcare,,Low,3,Cat_6,D
1796,460724,Male,No,30,Yes,Healthcare,1,Low,4,Cat_6,D
1797,462246,Female,Yes,84,No,Lawyer,1,High,2,Cat_6,B
1798,466818,Male,Yes,82,No,Executive,0,High,2,Cat_6,B
1799,461858,Male,No,25,No,Entertainment,1,Low,7,Cat_4,A
1800,459881,Male,No,25,Yes,Healthcare,8,Low,4,Cat_6,D
1801,465513,Male,No,43,Yes,Entertainment,1,Low,2,Cat_6,B
1802,459784,Female,Yes,52,Yes,Engineer,0,High,5,Cat_6,B
1803,461258,Female,Yes,57,Yes,Artist,1,Average,3,Cat_4,C
1804,459597,Female,Yes,68,Yes,Artist,0,High,2,Cat_6,D
1805,466162,Female,Yes,67,Yes,Doctor,0,Low,1,Cat_4,A
1806,460081,Male,Yes,41,Yes,Artist,11,High,2,Cat_6,A
1807,461681,Male,No,31,Yes,Healthcare,9,Low,3,Cat_7,D
1808,467159,Female,Yes,39,Yes,Homemaker,8,High,2,Cat_6,D
1809,463102,Male,No,35,No,Entertainment,0,Low,2,Cat_6,A
1810,467904,Female,No,31,Yes,Artist,14,Low,1,Cat_6,D
1811,467496,Female,Yes,63,Yes,,4,Average,3,Cat_6,A
1812,459165,Male,No,27,No,Doctor,7,Low,3,Cat_6,C
1813,459301,Female,No,33,Yes,Healthcare,0,Low,3,Cat_6,C
1814,466656,Male,Yes,89,Yes,Marketing,1,High,2,Cat_6,C
1815,462384,Female,No,31,Yes,Healthcare,,Low,1,Cat_7,A
1816,462554,Male,No,28,No,Healthcare,0,Low,8,Cat_4,A
1817,461579,Female,Yes,43,Yes,Artist,4,High,3,Cat_6,C
1818,464620,Female,Yes,41,Yes,Artist,1,High,2,Cat_6,B
1819,459831,Male,Yes,37,No,Engineer,8,Average,3,Cat_4,D
1820,467759,Female,Yes,48,Yes,Doctor,0,Low,2,Cat_6,C
1821,464448,Male,Yes,39,Yes,Artist,1,Average,2,Cat_6,C
1822,467692,Female,Yes,43,No,Artist,4,Low,1,Cat_6,B
1823,461002,Male,No,42,No,Entertainment,,Low,3,Cat_3,D
1824,464189,Female,No,42,Yes,Artist,1,Low,2,Cat_6,A
1825,460480,Male,No,18,No,Healthcare,0,Low,7,Cat_3,D
1826,460901,Male,No,20,No,Doctor,8,Low,3,Cat_6,A
1827,467285,Male,Yes,53,No,Executive,,High,4,Cat_6,B
1828,466564,Female,No,23,No,Marketing,0,Low,4,Cat_6,D
1829,461373,Male,No,53,Yes,Artist,1,Low,1,Cat_6,B
1830,463975,Female,No,30,No,Healthcare,8,Low,4,Cat_4,B
1831,461956,Female,No,31,Yes,Artist,2,Low,,Cat_6,A
1832,465364,Female,No,38,Yes,Doctor,5,Low,5,Cat_2,A
1833,463330,Male,No,20,No,Healthcare,1,Low,4,Cat_6,D
1834,460441,Male,No,31,No,Healthcare,,Low,4,Cat_6,B
1835,463963,Female,Yes,33,No,Engineer,5,High,3,Cat_6,D
1836,459133,Male,No,23,No,Entertainment,1,Low,3,Cat_4,D
1837,462303,Female,Yes,32,No,Artist,0,Average,4,Cat_6,A
1838,460160,Male,No,43,Yes,Entertainment,5,Low,1,Cat_3,D
1839,462491,Male,No,31,Yes,Artist,0,Low,5,Cat_6,D
1840,467212,Female,No,28,Yes,Doctor,1,Low,3,Cat_6,D
1841,461881,Male,No,40,Yes,Artist,1,Low,1,Cat_6,A
1842,462092,Female,Yes,35,Yes,Homemaker,7,Average,4,,B
1843,467865,Female,No,35,Yes,Artist,3,Low,1,Cat_4,A
1844,463240,Female,Yes,53,No,Engineer,0,Average,3,Cat_6,A
1845,465342,Male,Yes,85,Yes,Executive,0,High,2,Cat_6,D
1846,462459,Male,No,30,Yes,Artist,2,Low,2,Cat_6,A
1847,466143,Female,Yes,48,No,Engineer,0,Average,5,,C
1848,462286,Male,Yes,57,No,Doctor,0,Average,2,Cat_6,C
1849,465600,Male,Yes,40,Yes,Engineer,7,Low,2,Cat_3,B
1850,467849,Female,Yes,39,Yes,Doctor,0,Low,1,Cat_2,A
1851,464372,Male,Yes,45,Yes,Artist,1,Average,6,Cat_5,C
1852,464622,Female,No,30,No,Healthcare,8,Low,3,Cat_6,A
1853,461228,Male,Yes,26,No,Doctor,9,Low,6,Cat_6,D
1854,467739,Female,Yes,63,No,Artist,1,Average,4,Cat_6,C
1855,466992,Female,Yes,55,No,Artist,0,Low,3,Cat_6,C
1856,460780,Female,No,30,Yes,Healthcare,1,Low,2,Cat_3,A
1857,461125,Male,Yes,51,Yes,Homemaker,1,Low,,Cat_4,A
1858,466604,Male,No,32,Yes,Healthcare,1,Low,,Cat_6,D
1859,460723,Female,Yes,50,Yes,Engineer,1,High,2,Cat_4,B
1860,466435,Male,Yes,32,No,Executive,1,High,5,Cat_6,D
1861,461311,Male,No,20,No,Marketing,0,Low,4,Cat_6,C
1862,467487,Male,Yes,42,No,Artist,1,Average,5,Cat_4,A
1863,460224,Female,No,25,No,Healthcare,1,Low,3,Cat_6,B
1864,459655,Male,Yes,39,Yes,Artist,1,Average,3,Cat_6,B
1865,466315,Female,Yes,69,Yes,Engineer,1,Low,1,Cat_6,B
1866,461557,Male,No,38,Yes,Artist,6,Low,4,Cat_2,A
1867,461683,Male,Yes,43,Yes,Executive,1,High,4,Cat_6,B
1868,459215,Female,Yes,58,Yes,Artist,0,Low,3,Cat_3,C
1869,465524,Female,No,51,Yes,Artist,8,Low,1,Cat_6,C
1870,464795,Female,No,31,No,Engineer,1,Low,8,Cat_4,A
1871,467673,Male,Yes,50,No,Executive,0,High,4,Cat_6,B
1872,466780,Female,No,36,Yes,Artist,11,Low,,Cat_6,A
1873,463078,Male,Yes,86,No,Executive,0,High,2,Cat_6,A
1874,460508,Male,Yes,27,Yes,Healthcare,2,High,3,Cat_3,D
1875,463164,Male,Yes,35,Yes,Artist,8,Average,2,Cat_6,C
1876,465272,Male,Yes,39,Yes,Executive,0,High,6,Cat_6,C
1877,465206,Male,Yes,47,Yes,Artist,13,Low,1,Cat_6,C
1878,459700,Male,Yes,37,Yes,Executive,0,Average,5,Cat_6,B
1879,459626,Female,Yes,26,No,Entertainment,1,Low,3,Cat_6,D
1880,465213,Male,Yes,38,Yes,Entertainment,2,Average,2,Cat_6,B
1881,460288,Male,Yes,61,Yes,Healthcare,1,Average,7,Cat_3,B
1882,466798,Male,No,23,No,Healthcare,4,Low,5,Cat_6,D
1883,463375,Female,Yes,45,Yes,Doctor,0,Low,1,Cat_4,B
1884,463215,Female,Yes,37,Yes,Engineer,0,High,2,Cat_6,A
1885,467238,Female,No,26,No,Doctor,7,Low,4,Cat_6,C
1886,467769,Female,No,36,Yes,Doctor,1,Low,1,Cat_3,A
1887,467153,Female,Yes,51,Yes,Artist,0,Low,,Cat_6,A
1888,462327,Male,Yes,27,Yes,Entertainment,0,Low,4,Cat_7,D
1889,463988,Female,Yes,35,Yes,Entertainment,9,Average,2,Cat_2,A
1890,459077,Female,Yes,82,No,Lawyer,0,High,2,Cat_6,A
1891,461711,Female,No,35,Yes,Artist,8,Low,3,Cat_2,A
1892,463701,Male,Yes,52,Yes,Marketing,1,High,4,Cat_6,C
1893,460476,Male,Yes,53,No,Doctor,,Average,4,Cat_3,A
1894,463493,Male,Yes,42,Yes,Executive,,High,4,Cat_6,B
1895,462953,Female,Yes,45,Yes,Artist,1,Average,4,Cat_6,B
1896,464376,Male,Yes,58,Yes,Artist,2,Low,1,Cat_6,A
1897,459632,Female,Yes,52,No,Marketing,1,High,3,Cat_4,D
1898,466010,Female,Yes,69,No,Doctor,0,Low,1,Cat_3,A
1899,464785,Male,Yes,35,No,Doctor,5,Low,4,Cat_4,A
1900,464670,Male,Yes,42,No,Entertainment,0,Average,4,Cat_4,B
1901,462118,Male,No,31,Yes,Artist,0,Low,3,Cat_6,B
1902,467838,Male,Yes,60,Yes,Artist,1,Average,2,Cat_6,C
1903,463273,Male,Yes,38,Yes,Entertainment,9,Average,2,Cat_3,C
1904,465944,Female,Yes,36,No,Engineer,4,High,3,Cat_7,A
1905,460346,Female,Yes,40,Yes,Artist,12,Average,,Cat_6,C
1906,462197,Female,Yes,72,No,Engineer,1,Average,3,Cat_4,A
1907,461432,Female,Yes,40,Yes,Artist,1,Average,2,Cat_6,C
1908,467149,Male,Yes,43,Yes,Artist,9,Average,3,Cat_6,A
1909,465797,Male,Yes,40,Yes,Artist,0,Average,2,Cat_2,C
1910,463192,Female,Yes,46,No,Entertainment,4,Average,,Cat_4,A
1911,465543,Female,Yes,41,Yes,Healthcare,1,Average,2,Cat_3,A
1912,465484,Female,Yes,63,Yes,Artist,0,Low,2,Cat_6,A
1913,460509,Male,No,23,No,Healthcare,,Low,4,Cat_3,D
1914,461593,Female,Yes,37,Yes,Doctor,9,Average,2,Cat_6,C
1915,460573,Male,No,62,No,Healthcare,8,Low,1,Cat_3,C
1916,464812,Female,Yes,48,Yes,Engineer,0,High,5,Cat_4,A
1917,464947,Male,No,25,No,Doctor,5,Low,1,Cat_4,D
1918,462487,Male,Yes,61,Yes,Entertainment,2,Average,4,Cat_6,C
1919,464238,Male,Yes,87,Yes,Lawyer,0,High,2,Cat_6,A
1920,460436,Female,No,51,No,Entertainment,1,Low,1,Cat_6,A
1921,460027,Female,No,37,Yes,Entertainment,6,Low,,Cat_6,A
1922,464905,Male,,81,No,Executive,,High,2,Cat_4,C
1923,459282,Male,Yes,48,Yes,Artist,0,Average,2,Cat_6,C
1924,463028,Male,No,25,No,Doctor,0,Low,4,Cat_6,D
1925,465661,Male,No,59,Yes,Entertainment,1,Low,1,Cat_6,C
1926,462520,Female,No,25,Yes,Artist,,Low,5,Cat_4,B
1927,467795,Male,No,22,No,Healthcare,1,Low,5,Cat_6,D
1928,464255,Female,Yes,49,Yes,Artist,1,Average,5,Cat_4,B
1929,460277,Female,No,20,No,Entertainment,1,Low,5,Cat_2,B
1930,460280,Male,Yes,39,Yes,Entertainment,0,Low,1,Cat_6,D
1931,461671,Male,No,32,No,Healthcare,7,Low,5,Cat_6,D
1932,459617,Male,No,28,Yes,Entertainment,1,Low,5,Cat_6,C
1933,462304,Male,Yes,56,Yes,Artist,1,Low,4,Cat_4,C
1934,463284,Female,Yes,60,Yes,Engineer,0,Low,,Cat_3,B
1935,467715,Male,Yes,51,Yes,Executive,4,High,3,Cat_6,C
1936,466582,Female,No,23,No,Healthcare,1,Low,3,Cat_6,D
1937,465192,Male,Yes,55,No,Artist,0,Low,1,Cat_6,A
1938,465487,Male,No,25,Yes,Entertainment,1,Low,3,Cat_6,A
1939,462741,Female,No,26,Yes,Artist,2,Low,2,Cat_6,A
1940,467039,Male,Yes,26,No,Homemaker,9,Average,2,Cat_6,A
1941,467770,Female,Yes,48,Yes,Artist,9,High,4,Cat_3,C
1942,466994,Male,Yes,47,Yes,Artist,1,Average,2,Cat_6,C
1943,463315,Male,Yes,40,Yes,Executive,0,High,4,Cat_3,B
1944,465841,Female,No,51,Yes,Engineer,3,Low,1,Cat_6,B
1945,460492,Female,No,43,No,Marketing,10,Low,,Cat_3,D
1946,464363,Female,Yes,41,Yes,Artist,9,Low,1,Cat_6,C
1947,459713,Male,No,19,No,Healthcare,,Low,3,Cat_6,C
1948,458985,Male,No,23,No,Healthcare,1,Low,4,Cat_6,D
1949,466814,Male,No,23,No,Healthcare,0,Low,3,Cat_6,D
1950,467130,Female,Yes,29,No,Homemaker,,High,3,Cat_3,A
1951,459534,Male,Yes,36,Yes,Artist,0,Average,2,Cat_6,C
1952,464233,Female,Yes,48,Yes,Artist,1,Average,2,Cat_6,C
1953,464904,Female,Yes,28,No,Engineer,9,Average,2,Cat_4,A
1954,461637,Male,Yes,50,Yes,Artist,0,Low,2,Cat_7,C
1955,461488,Male,Yes,53,Yes,Artist,6,Average,2,Cat_6,C
1956,461217,Female,No,33,Yes,Engineer,1,Low,5,Cat_6,D
1957,467504,Female,,31,No,Doctor,0,Low,4,Cat_6,D
1958,459506,Female,No,27,Yes,,1,Low,1,Cat_6,A
1959,460999,Male,No,28,Yes,Engineer,0,Low,3,Cat_3,C
1960,463880,Female,Yes,36,No,Engineer,0,Low,3,Cat_2,A
1961,465569,Male,Yes,35,Yes,Artist,1,High,3,Cat_6,A
1962,459774,Male,Yes,56,Yes,Artist,0,Low,1,Cat_6,D
1963,465395,Female,Yes,43,No,Engineer,0,Average,5,Cat_4,B
1964,461600,Male,No,30,Yes,Marketing,1,Low,5,Cat_6,C
1965,459346,Male,Yes,47,Yes,Executive,0,Average,5,Cat_2,B
1966,465927,Female,No,30,Yes,Healthcare,1,Low,1,Cat_6,D
1967,466664,Female,Yes,47,Yes,Doctor,1,Average,2,Cat_4,A
1968,460045,Male,Yes,61,Yes,Artist,1,Low,2,Cat_6,C
1969,465204,Male,Yes,28,Yes,Healthcare,1,Low,2,Cat_6,C
1970,459527,Male,Yes,46,Yes,Artist,1,Average,4,Cat_6,B
1971,459948,Female,No,62,Yes,Engineer,0,Low,1,Cat_6,B
